中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,DISTRICT,地區
荃灣就業中心,Tsuen Wan Job Centre,新界荃灣西樓角路38號荃灣政府合署2樓,"2/F, Tsuen Wan Government Offices, 38 Sai Lau Kok Road, Tsuen Wan, New Territories",829905,826162,TSUEN WAN,荃灣
屯門湖康母嬰健康院,Tuen Mun Wu Hong Maternal and Child Health Centre,新界屯門湖康街2號屯門湖康診所2字樓,"2/F, Tuen Mun Wu Hong Clinic, 2 Wu Hong Street, Tuen Mun, New Territories",814665.1,826452.4,TUEN MUN,屯門
?魚涌公園,Quarry Bay Park,香港?魚涌太古城,"Tai Koo Shing, Quarry Bay, Hong Kong",840264.9,816615.5,EASTERN,東區
大成街街市熟食中心,Tai Shing Street Market Cooked Food Centre,九龍黃大仙彩虹道121號大成街街市大?2樓,"2/F, Tai Shing Street Market Building, 121 Choi Hung Road, Wong Tai Sin, Kowloon",838080,822048,WONG TAI SIN,黃大仙
南葵涌公共圖書館,South Kwai Chung Public Library,"新界葵涌興芳路166-174號,葵興政府合署4樓","4/F, Kwai Hing Government Offices, 166-174, Hing Fong Road, Kwai Chung, New Territories",831599,824887,KWAI TSING,葵青
沙田公園,Sha Tin Park,新界沙田源禾路2 號,"No. 2 Yuen Wo Road, Sha Tin, New Territories",837652.2,826771.3,SHA TIN,沙田
將軍澳公共圖書館,Tseung Kwan O Public Library,新界將軍澳運隆路9號,"9 Wan Lung Road, Tseung Kwan O, New Territories",844772,819910,SAI KUNG,西貢
運輸署土瓜灣驗車中心,"To Kwa Wan Vehicle Examination Centre, Transport Department",九龍朗月街9-10號地下,"G/F, 9 -10 Long Yuet Street, Kowloon",837944.9,819783.5,KOWLOON CITY,九龍城
牛池灣文娛中心,Ngau Chi Wan Civic Centre,九龍清水灣道 11 號牛池灣市政大廈 2 樓及3樓,"2/F & 3/F, Ngau Chi Wan Municipal Services Building, ,11 Clear Water Bay Road, Kowloon",839558.4,821700.5,WONG TAI SIN,黃大仙
卑路乍灣公園,Belcher Bay Park,香港堅尼地城海旁38號對面,"Opposite at No.38 Kennedy Town Praya, Hong Kong",831469.4,816230.8,CENTRAL AND WESTERN,中西區
樂群街公園,Lok Kwan Street Park,九龍旺角樂群街,"Lok Kwan Street, Mong Kok, Kowloon",834596.6,820513,YAU TSIM MONG,油尖旺
?景社區中心,Leung King Community Centre,新界屯門?景?地下至1樓,"G/F-1/F, Leung King Estate, Tuen Mun, New Territories",814351,829818,TUEN MUN,屯門
香港仔樹木廊,Aberdeen Tree Centre,香港香港仔水塘道香港仔郊野公園,"Aberdeen Country Park, Aberdeen Reservoir Road, Hong Kong",834462,812800,SOUTHERN,南區
葵涌運動場,Kwai Chung Sports Ground,新界葵涌興盛路93號,"93 Hing Shing Road, Kwai Chung, New Territories",830927.5,824379.3,KWAI TSING,葵青
觀塘碼頭熟食市場,Kwun Tong Ferry Concourse Cooked Food Market,九龍觀塘海濱道190號觀塘碼頭地下及1樓,"G-1/F, Kwun Tong Ferry Concourse, 190 Hoi Bun Road, Kwun Tong, Kowloon",840955,818651,KWUN TONG,觀塘
香港體育館,Hong Kong Coliseum,九龍紅磡暢運道9號地下,"G/F, 9 Cheong Wan Road, Hung Hom, Kowloon",836802,818057,YAU TSIM MONG,油尖旺
屯門學童牙科診所,Tuen Mun School Dental Clinic,新界屯門震寰路16號,"16 Tsun Wen Road, Tuen Mun, New Territories",815327.3,828970.4,TUEN MUN,屯門
南丫島北段公共圖書館,North Lamma Public Library,新界南丫島榕樹灣大街1號地下,"G/F, 1 Yung Shue Wan Main Street, Lamma Island, New Territories",829329,809831,ISLANDS,離島
花園街街市熟食中心,Fa Yuen Street Market Cooked Food Centre,九龍旺角花園街123號A花園街市政大廈3樓,"3/F, Fa Yuen Street Municipal Services Building, 123A Fa Yuen Street, Mong Kok, Kowloon",835632,820197,YAU TSIM MONG,油尖旺
金管局資訊中心 - 圖書館,The HKMA Information Centre - Library,香港中環 金融街8號 國際金融中心2期55樓,"55/F, Two International Finance Centre, 8 Finance Street, Central, Hong Kong",834451.9,816275.8,CENTRAL AND WESTERN,中西區
井財街社區會堂,Tseng Choi Street Community Hall,新界屯門井財街27號,"27 Tseng Choi Street, Tuen Mun, New Territories",815715.3,828964.3,TUEN MUN,屯門
樂富公共圖書館,Lok Fu Public Library,九龍聯合道樂富中心第1期3樓112號,"Shop No. 112, 3/F, Lok Fu Shopping Centre I, Junction Road, Kowloon",837358,822038,WONG TAI SIN,黃大仙
城門谷公園,Shing Mun Valley Park,新界荃灣城門道,"Shing Mun Road, Tsuen Wan, New Territories",830936.2,826171.9,TSUEN WAN,荃灣
愛秩序灣公園,Aldrich Bay Park,香港西灣河愛德街10號,"No.10 Oi Tak Street, Sai Wan Ho, Hong Kong",841173.1,815977.5,EASTERN,東區
士美非路街市熟食中心,Smithfield Market Cooked Food Centre,香港堅尼地城士美非路12號K士美非路市政大廈2樓,"2/F, Smithfield Municipal Services Building, 12K Smithfield, Kennedy Town, Hong Kong",831297,815897,CENTRAL AND WESTERN,中西區
運輸署新九龍灣驗車中心,"New Kowloon Bay Vehicle Examination Centre, Transport Department",九龍翠興街8號地下,"G/F, 8 Tsui Hing Street, Kowloon Bay, Kowloon",839779,819837,KWUN TONG,觀塘
運輸署香港牌照事務處,"Hong Kong Licensing Office, Transport Department",香港金鐘道 95 號統一中心 3 樓,"3/F, United Centre, 95 Queensway, Hong Kong",835071,815501,CENTRAL AND WESTERN,中西區
屯門市中心社區會堂,Tuen Mun Town Centre Community Hall,新界屯門時代廣場北翼 4樓平台,"L4, North Wing, Trend Plaza, Tuen Mun, New Territories",815566,828253.3,TUEN MUN,屯門
荔景體育館,Lai King Sports Centre,新界葵涌荔景?麗祖路60號地下,"G/F, 60, Lai Cho Road, Lai King Estate, Kwai Chung, New Territories",831200,823419,KWAI TSING,葵青
入境事務處 - 居留權組,Immigration - Right of Abode Section,香港灣仔告士打道7號入境事務大樓25樓,"25/F, Immigration Tower, 7 Gloucestor Road, Wan Chai, Hong Kong",835869,815639,WAN CHAI,灣仔
藍田(南)體育館,Lam Tin South Sports Centre,九龍藍田碧雲道170號地下,"G/F, 170 Pik Wan Road, Lam Tin, Kowloon",842653,818325,KWUN TONG,觀塘
屯門就業中心,Tuen Mun Job Centre,新界屯門新墟青棉徑3號好勝大廈地下,"G/F, Victory Building, 3 Tsing Min Path, San Hui, Tuen Mun, New Territories",815920,829433,TUEN MUN,屯門
香港電影資料館,Hong Kong Film Archive,香港西灣河鯉景道50號地下及3樓,"G/F, 3/F, 50 Lei King Road, Sai Wan Ho, Hong Kong",840923,816245,EASTERN,東區
添馬公園及中西區海濱長廊(中環段),Tamar Park cum Central and Western District Promenade (Central Section),香港添馬夏愨道,"Harcourt Road, Tamar, Hong Kong",835086.5,815748.4,CENTRAL AND WESTERN,中西區
深水灣泳灘,Deep Water Bay Beach,香港深水灣香島道,"Island Road, Deep Water Bay, Hong Kong",837336,811797.8,SOUTHERN,南區
香港文化博物館,Hong Kong Heritage Museum,新界沙田文林路1號地下,"G/F, 1 Man Lam Road, Sha Tin, New Territories",837125,826467,SHA TIN,沙田
入境事務大樓,Immigration Tower,香港灣仔告士打道7號地下及1樓,"G/F, 1/F, 7 Gloucester Road, Wan Chai, Hong Kong",835869,815639,WAN CHAI,灣仔
聯和墟街市熟食中心,Luen Wo Hui Market Cooked Food Centre,新界粉嶺聯和墟和滿街9號聯和墟市街市2樓,"2/F, Luen Wo Hui Market, 9 Wo Mun Street, Luen Wo Hui, Fanling, New Territories",832960,840034,NORTH,北區
花園街公共圖書館,Fa Yuen Street Public Library,九龍旺角花園街123號A花園街市政大廈4至5樓,"4-5/F, Fa Yuen Street Municipal Services Building, 123A Fa Yuen Street, Mong Kok, Kowloon",835632,820197,YAU TSIM MONG,油尖旺
西營盤社區綜合大樓社區會堂,Sai Ying Pun Community Complex Community Hall,香港西營盤高街2號地下低層及3樓,"Lower Ground & 3/F, 2 High Street, Sai Ying Pun, Hong Kong",832888,816216,CENTRAL AND WESTERN,中西區
遮打花園,Chater Garden,香港中環遮打道,"Chater Road, Central, Hong Kong",834648,815741,CENTRAL AND WESTERN,中西區
大窩口社區中心,Tai Wo Hau Estate Community Centre,新界葵涌大窩口道15號,"15 Tai Wo Hau Road, Kwai Chung, New Territories",830942.2,825404.3,KWAI TSING,葵青
美孚社區會堂,Mei Foo Community Hall,九龍 深 水 ? 美 荔 道 33 號 美 孚 政 府 綜 合 大 樓 一 樓 及 二 樓,"1/F - 2/F, Mei Foo Government Complex, No. 33 Mei Lai Road, Sham Shui Po, Kowloon",832596.9,822059.5,SHAM SHUI PO,深水?
寶林體育館,Po Lam Sports Centre,新界將軍澳寶林?1至2樓,"1-2/F, Po Lam Estate, Tseung Kwan O, New Territories",844328,820761,SAI KUNG,西貢
香港公務員診所,Hong Kong Families Clinic,香港灣仔皇后大道東284號 鄧志昂專科診所3樓,"3/F Tang Chi Ngong Specialist Clinic, 284 Queen's Road East, Wan Chai, Hong Kong",836408.8,815159.1,WAN CHAI,灣仔
九龍胸肺科診所,Kowloon Chest Clinic,九龍亞皆老街147A,"147A Argyle Street, Kowloon",836420.5,820324.5,KOWLOON CITY,九龍城
恆安社區中心,Heng On Estate Community Centre,新界沙田馬鞍山恆安?,"Heng On Estate, Ma On Shan, Sha Tin, New Territories",841408,830892,SHA TIN,沙田
富亨體育館,Fu Heng Sports Centre,新界大埔富亨?富亨商場1樓,"1/F, Fu Heng Shopping Centre, Fu Heng Estate, Tai Po, New Territories",835700,835424,TAI PO,大埔
上水公共圖書館,Sheung Shui Public Library,"新界上水智昌路13號,石湖墟市政大廈3樓","3/F, Shek Wu Hui Municipal Services Building, 13 Chi Cheong Road, Sheung Shui, New Territories",831522,840283,NORTH,北區
鴨?洲公共圖書館,Ap Lei Chau Public Library,"香港鴨?洲洪聖街8號,鴨?洲市政大廈5樓","5/F, Ap Lei Chau Municipal Services Building, 8 Hung Shing Street, Ap Lei Chau, Hong Kong",834056,811748,SOUTHERN,南區
調景嶺體育館,Tiu Keng Leng Sports Centre,新界將軍澳調景嶺翠嶺路2號,"2 Chui Ling Road, Tiu Keng Leng, Tseung Kwan O, New Territories",844334.6,818593.8,SAI KUNG,西貢
牛頭角公共圖書館,Ngau Tau Kok Public Library,九龍牛頭角道183號牛頭角市政大廈2至3樓,"2-3/F, Ngau Tau Kok Municipal Services Building, 183 Ngau Tau Kok Road, Kowloon",840315,820228,KWUN TONG,觀塘
石籬社區會堂,Shek Lei Community Hall,新界葵涌大白田街2號,"2 Tai Pak Tin Street, Kwai Chung, New Territories",832395.5,825266.7,KWAI TSING,葵青
石硤尾公共圖書館,Shek Kip Mei Public Library,九龍深水?石硤尾窩仔街100號石硤尾?服務設施大樓7樓,"7/F, Shek Kip Mei Estate Ancillary Facilities Block, 100 Woh Chai Street, Shek Kip Mei, Sham Shui Po, Kowloon",835264.1,821571,SHAM SHUI PO,深水?
金紫荊廣場及灣仔臨時海濱花園,Golden Bauhinia Square cum Wan Chai Temporary Promenade,香港灣仔博覽道,"Expo Drive, Wan Chai, Hong Kong",835907.3,816177.4,WAN CHAI,灣仔
坪洲體育館,Peng Chau Sports Centre,新界坪洲寶坪街6號坪洲巿政大廈地下及1樓,"G/F & 1/F,Peng Chau Municipal Services Building, 6 Po Peng Street, Peng Chau, New Territories",821960.4,816230.3,ISLANDS,離島
旺角社區會堂,Mong Kok Community Hall,九龍旺角上海街557號旺角綜合大樓2樓,"L2, Mong Kok Complex, 557 Shanghai Street, Mong Kok, Kowloon",835347,819960,YAU TSIM MONG,油尖旺
官涌體育館,Kwun Chung Sports Centre,九龍佐敦寶靈街17號官涌市政大廈5至6樓,"5-6/F, Kwun Chung Municipal Services Building, 17 Bowring Street, Jordan, Kowloon",835380,818387,YAU TSIM MONG,油尖旺
?德社區會堂,Kai Tak Community Hall,九龍協調道3號,"3 Concorde Road, Kowloon",838419.6,821519.2,KOWLOON CITY,九龍城
西灣河文娛中心,Sai Wan Ho Civic Centre,香港筲箕灣道111號,"111 Shau Kei Wan Road, Hong Kong",840954.9,815889.2,EASTERN,東區
翠林體育館,Tsui Lam Sports Centre,新界將軍澳翠琳路翠林?地下、1至2樓,"G/F, 1-2/F, Tsui Lam Estate, Tseung Kwan O, New Territories",843754,820359,SAI KUNG,西貢
漁農自然護理署總部五樓公眾等候區,"5/F Public Waiting Area, Agriculture, Fisheries and Conservation Department (AFCD) Headquarters",九龍長沙灣道303號長沙灣政府合署5樓,"5/F, Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Kowloon",834569.4,821416.4,SHAM SHUI PO,深水?
青衣公園,Tsing Yi Park,新界青衣青綠街60號,"60 Tsing Luk Street, Tsing Yi, New Territories",828952.3,824092.4,KWAI TSING,葵青
水務署 - 旺角客戶諮詢中心,Water Supplies Department - Mong Kok Customer Enquiry Centre,九龍旺角洗衣街128 號地下,"G/F, 128 Sai Yee Street, Mong Kok, Kowloon",835727.8,820171.8,YAU TSIM MONG,油尖旺
入境事務處 - 優秀人才及內地居民組,Immigration - Quality Migrants & Mainland Residents Section,香港灣仔告士打道7號入境事務大樓6樓,"6/F, Immigration Tower, 7 Gloucester Road, Wan Chai, Hong Kong",835869,815639,WAN CHAI,灣仔
觀塘民政事務處 - 諮詢服務中心,Kwun Tong District Office - Public Enquiry Service Centre,九?觀塘觀塘道398號嘉域大廈地下,"G/F, The Grande Building, 398 Kwun Tong Road, Kowloon",841007,819378,KWUN TONG,觀塘
香港海防博物館,Hong Kong Museum of Coastal Defence,香港筲箕灣東喜道175號,"175 Tung Hei Road, Shau Kei Wan, Hong Kong",842346.3,815867.4,EASTERN,東區
學生資助處 (長沙灣政府合署),Student Finance Office (CSWGO),九龍長沙灣道303號長沙灣政府合署11樓,"11/F, Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Kowloon",834557,821410,SHAM SHUI PO,深水?
啟業社區會堂,Kai Yip Community Hall,九龍觀塘九龍灣啟業?,"Kai Yip Estate, Kowloon Bay , Kwun Tong, Kowloon",839666.5,821147.6,KWUN TONG,觀塘
上環體育館,Sheung Wan Sports Centre,香港上環皇后大道中345號上環市政大廈11樓,"11/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan, Hong Kong",833460,816346,CENTRAL AND WESTERN,中西區
獅子會自然教育中心,Lions Nature Education Centre,新界西貢蕉坑,"Tsiu Hang, Sai Kung, New Territories",845339.3,826147.1,SAI KUNG,西貢
入境事務處 - 外籍家庭傭工組,Immigration - Foreign Domestic Helpers Section,香港灣仔告士打道7號入境事務大樓3樓,"6/F, Immigration Tower, 7 Gloucester Road, Wan Chai, Hong Kong",835869,815639,WAN CHAI,灣仔
將軍澳寶寧路母嬰健康院,Tseung Kwan O Po Ning Road Maternal and Child Health Centre,新界將軍澳寶寧路28號1樓,"1/F, Tseung Kwan O Po Ning Road Health Centre, 28 Po Ning Roads, Tseung Kwan O, New Territories",845651.5,819868.8,SAI KUNG,西貢
駿業街遊樂場,Tsun Yip Street Playground,九龍觀塘駿業街,"Tsun Yip Street, Kwan Tung, Kowloon",840929,819225.3,KWUN TONG,觀塘
粉嶺法院大樓,Fanling Law Courts Building,新界粉嶺壁峰路1號,"1 Pik Fung Road, Fanling, New Territories",832364.1,839541.9,NORTH,北區
馬鞍山公共圖書館,Ma On Shan Public Library,新界沙田馬鞍山鞍駿街14號,"14 On Chun Street, Ma On Shan, Sha Tin, New Territories",841771,831852,SHA TIN,沙田
博康社區會堂,Pok Hong Community Hall,新界沙田沙角街6號博康?,"Pok Hong Estate, 6 Sha Kok Street, Sha Tin, New Territories",838081.7,826267.9,SHA TIN,沙田
尤德夫人學童牙科診所,Pamela Youde School Dental Clinic,新界沙田插桅杆街31-33號1樓,"1/F, 31-33 Chap Wai Kon Street, Shatin, New Territories",838843,826951.9,SHA TIN,沙田
天耀社區中心,Tin Yiu Community Centre,新界天水圍天耀?地下至1樓,"G/F-1/F, Tin Yiu Estate, Tin Shui Wai, New Territories",818517,834537,YUEN LONG,元朗
大埔就業中心,Tai Po Job Centre,新界大埔汀角路1號大埔政府合署3樓,"3/F, Tai Po Government Offices, 1 Ting Kok Road, Tai Po, New Territories",834964,834607,TAI PO,大埔
香港太空館,Hong Kong Space Museum,九龍尖沙咀梳士巴利道10號地下、1樓及地庫,"G/F, 1/F & B/F, 10 Salisbury Road, Tsim Sha Tsui, Kowloon",835752,817258,YAU TSIM MONG,油尖旺
荃灣公園,Tsuen Wan Park,新界荃灣永順街59號,"59 Wing Shun Street, Tsuen Wan, New Territories",829719.8,825351.8,TSUEN WAN,荃灣
東港島就業中心,Hong Kong East Job Centre,香港灣仔告士打道5號稅務大樓34樓,"34/F, Revenue Tower, 5 Gloucester Road, Wan Chai, Hong Kong",835749,815637,WAN CHAI,灣仔
黃泥涌體育館,Wong Nai Chung Sports Centre,香港跑馬地毓秀街2號黃泥涌市政大廈4至6樓,"4/F-6/F, Wong Nai Chung Municipal Services Building, No. 2 Yuk Sau Street, Happy Valley, Hong Kong",837183,814457,WAN CHAI,灣仔
渣華道街市熟食中心,Java Road Market Cooked Food Centre,香港北角渣華道99號渣華道市政大廈2樓,"2/F, Java Road Municipal Services Building, 99 Java Road, North Point, Hong Kong",838589,817038,EASTERN,東區
屏山天水圍體育館,Ping Shan Tin Shui Wai Sports Centre,新界元朗聚星路 1 號,"1, Tsui Sing Road, Yuen Long, New Territories",818556.5,834223.5,YUEN LONG,元朗
九龍公共圖書館,Kowloon Public Library,九龍培正道5號,"5 Pui Ching Road, Kowloon",836184,819946,KOWLOON CITY,九龍城
竹園社區中心,Chuk Yuen Estate Community Centre,九龍黃大仙竹園?地下至1樓,"G/F-1/F, Chuk Yuen Estate, Wong Tai Sin, Kowloon",838019,822875,WONG TAI SIN,黃大仙
觀塘游泳池,Kwun Tong Swimming Pool,九龍觀塘翠屏道2號,"2 Tsui Ping Road, Kwun Tong, Kowloon",841743.2,819099.5,KWUN TONG,觀塘
大埔海濱公園,Tai Po Waterfront Park,新界大埔大發街,"Dai Fat Street, Tai Po, New Territories",836410.9,834617.3,TAI PO,大埔
維多利亞公園,Victoria Park,香港銅鑼灣興發街1號,"1 Hing Fat Street, Causeway Bay, Hong Kong",837537.7,815830,WAN CHAI,灣仔
中小企業支援與諮詢中心,Support and Consultation Centre for SMEs (SUCCESS),香港九龍觀塘道388號創紀之城一期渣打中心23樓15-18室,"Unit 15-18, 23/F, Standard Chartered Tower, Millennium City 1, 388 Kwun Tong Road, Kowloon",840891.2,819408.2,KWUN TONG,觀塘
中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,DISTRICT,地區
銀線灣泳灘,Silverstrand Beach,西貢清水灣道,"Clear Water Bay Road, Sai Kung",846058.7,820432.8,SAI KUNG,西貢
南灣泳灘,South Bay Beach,淺水灣南灣道,"South Bay Road, Repulse Bay",838396.3,809589.7,SOUTHERN,南區
廈門灣泳灘,Hap Mun Bay Beach,西貢橋咀洲,"Sharp Island, Sai Kung",848532.7,824198.2,SAI KUNG,西貢
雙仙灣泳灘,Gemini Beaches,荃灣青山公路12咪,"12 milestone, Castle Peak Road, Tsuen Wan",825173.6,824988.3,TSUEN WAN,荃灣
馬灣東灣泳灘,Ma Wan Tung Wan Beach,荃灣馬灣東灣,"Ma Wan Tung Wan, Tsuen Wan",824387.2,823463.9,TSUEN WAN,荃灣
更生灣泳灘,Casam Beach,荃灣青山公路11咪半,"11? milestone, Castle Peak Road, Tsuen Wan",825717.1,825363.6,TSUEN WAN,荃灣
蝴蝶灣泳灘,Butterfly Beach,屯門龍門路,"Lung Mun Road, Tuen Mun",813567.3,825974.4,TUEN MUN,屯門
加多利灣泳灘,Kadoorie Beach,屯門青山公路18?咪,"18? milestone, Castle Peak Road, Tuen Mun",816126,826389,TUEN MUN,屯門
石澳後灘泳灘,Rocky Bay Beach,石澳石澳道,"Shek O Road, Shek O",843980.5,810349.6,SOUTHERN,南區
麗都灣泳灘,Lido Beach,荃灣青山公路11咪半,"11? milestone, Castle Peak Road, Tsuen Wan",825896,825408.3,TSUEN WAN,荃灣
青山灣泳灘,Castle Peak Beach,屯門青山公路19咪,"19 milestone, Castle Peak Road, Tuen Mun",815980.1,826700.1,TUEN MUN,屯門
貝澳泳灘,Pui O Beach,大嶼山貝澳,"Pui O, Lantau Island",815554.7,811264.5,ISLANDS,離島
石澳泳灘,Shek O Beach,石澳石澳道,"Shek O Road, Shek O",843878.1,810003.4,SOUTHERN,南區
舊咖啡灣泳灘,Cafeteria Old Beach,屯門青山公路18?咪,"18? milestone, Castle Peak Road, Tuen Mun",816344.9,826304.7,TUEN MUN,屯門
清水灣第一灣泳灘,Clear Water Bay First Beach,西貢大環頭清水灣道,"Tai Wan Tau, Clear Water Bay Road, Sai Kung",848036.2,816918.2,SAI KUNG,西貢
黃金泳灘,Golden Beach,屯門青山公路18咪半,"18? Milestone, Castle Peak Road,Tuen Mun",816817.1,825914.7,TUEN MUN,屯門
赤柱正灘泳灘,Stanley Main Beach,赤柱赤柱灘道,"Stanley Beach Road, Stanley",840097.7,809175.4,SOUTHERN,南區
橋咀泳灘,Kiu Tsui Beach,西貢橋咀洲,"Kiu Tsui, Sharp Island, Sai Kung",847737.6,825412.8,SAI KUNG,西貢
塘福泳灘,Tong Fuk Beach,大嶼山嶼南路,"South Lantau Road, Lantau Island",811368.5,809952.2,ISLANDS,離島
淺水灣泳灘,Repulse Bay Beach,淺水灣海灘道,"Beach Road, Repulse Bay",838254.4,810904.4,SOUTHERN,南區
聖士提反灣泳灘,St. Stephen's Beach,赤柱黃麻角徑,"Wong Ma Kok Path, Stanley",840190.6,808294.7,SOUTHERN,南區
深水灣泳灘,Deep Water Bay Beach,深水灣香島道,"Island Road, Deep Water Bay",837384.8,811748.6,SOUTHERN,南區
銀礦灣泳灘,Silver Mine Bay Beach,大嶼山梅窩東灣頭路,"Tong Wan Tau Road, Mui Wo, Lantau Island",817933.5,814600.5,ISLANDS,離島
新咖啡灣泳灘,Cafeteria New Beach,屯門青山公路18咪半,"18? milestone, Castle Peak Road, Tuen Mun",816692.9,826062.4,TUEN MUN,屯門
舂坎角泳灘,Chung Hom Kok Beach,舂坎角舂坎角道,"Chung Hom Kok Road, Chung Hom Kok",838870.7,808793.2,SOUTHERN,南區
觀音灣泳灘,Kwun Yam Beach,長洲黑排路,"Hak Pai Road, Cheung Chau",821585.6,807617.5,ISLANDS,離島
三星灣泳灘,Trio Beach,西貢三星灣(白沙灣區),"Trio(Hebehaven), Sai Kung",845635.7,824285.7,SAI KUNG,西貢
海美灣泳灘,Hoi Mei Wan Beach,荃灣青山公路11?咪,"11? milestone, Castle Peak Road, Tsuen Wan",825348.3,825076.7,TSUEN WAN,荃灣
近水灣泳灘,Approach Beach,荃灣青山公路10咪半,"10? milestone, Castle Peak Road, Tsuen Wan",826945.7,825368.4,TSUEN WAN,荃灣
清水灣第二灣泳灘,Clear Water Bay Second Beach,西貢大拗門道,"Tai O Mun Road, Sai Kung",847699.2,816500.1,SAI KUNG,西貢
大浪灣泳灘,Big Wave Bay Beach,石澳大浪灣道,"Big Wave Bay Road, Shek O",843494.7,811966.8,SOUTHERN,南區
釣魚灣泳灘,Anglers' Beach,荃灣青山公路13咪,"13 milestone, Castle Peak Road, Tsuen Wan",823803.9,825071.4,TSUEN WAN,荃灣
洪聖爺灣泳灘,Hung Shing Yeh Beach,南丫島榕樹灣,"Yung Shue Wan, Lamma Island",830373.1,808907.9,ISLANDS,離島
上長沙泳灘,Upper Cheung Sha Beach,大嶼山嶼南路,"South Lantau Road, Lantau Island",811986,810230.2,ISLANDS,離島
汀九灣泳灘,Ting Kau Beach,荃灣青山公路11咪,"11 milestone, Castle Peak Road, Tsuen Wan",826265.1,825554.4,TSUEN WAN,荃灣
長洲東灣泳灘,Cheung Chau Tung Wan Beach,長洲東堤路,"Cheung Chau Beach Road, Cheung Chau",821199.1,807862.8,ISLANDS,離島
下長沙泳灘,Lower Cheung Sha Beach,大嶼山嶼南路,"South Lantau Road, Lantau Island",813425,810616.6,ISLANDS,離島
蘆鬚城泳灘,Lo So Shing Beach,南丫島索罟灣,"Sok Kwu Wan, Lamma Island",830683.4,807317.4,ISLANDS,離島
龜背灣泳灘,Turtle Cove Beach,赤柱大潭道,"Tai Tam Road, Stanley",841043.2,810481.1,SOUTHERN,南區
夏萍灣泳灘,Hair Pin Beach,赤柱赤柱灘道,"Stanley Beach Road, Stanley",840183.1,809506.6,SOUTHERN,南區
中灣泳灘,Middle Bay Beach,淺水灣南灣道,"South Bay Road, Repulse Bay",838470.5,810126.3,SOUTHERN,南區
中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,DISTRICT,地區
偉樂街臨時足球場,Wai Lok Street Temporary Soccer Pitch,九龍觀塘偉業街與偉樂街交界(近麗港公園),"Wai Yip Street and Wai Lok Street junction, Kwun Tong, Kowloon (near Laguna Park)",841333.7,818336.3,KWUN TONG,觀塘
鳳德公園,Fung Tak Park,九龍黃大仙鳳德道42號,"42, Fung Tak Road, Wong Tai Sin, Kowloon",838449.9,822589.4,WONG TAI SIN,黃大仙
天水圍公園,Tin Shui Wai Park,天水圍天瑞路6號,"6 Tin Shui Road, Tin Shui Wai, Yuen Long",818418,835143,YUEN LONG,元朗
屋蘭士街休憩處,Oaklands Avenue Sitting-out Area,半山屋蘭士街,"Oaklands Avenue, Mid-level",832836.6,816006,CENTRAL & WESTERN,中西區
海皇路花園,Hoi Wong Road Garden,屯門海皇路(屯門泳池側),"Hoi Wong Road, Tuen Mun (Next to Tuen Mun Swimming Pool)",814989.2,827384.7,TUEN MUN,屯門
荃灣海濱公園,Tsuen Wan Riviera Park,荃灣怡康街2A號,"2A Yi Hong Street, Tsuen Wan",829602,824915,TSUEN WAN,荃灣
蒲崗村道 / 崇華街休憩處,Po Kong Village Road / Shung Wah Street Sitting-out Area,蒲崗村道 / 崇華街交界,J/O Po Kong Village Road / Shung Wah Street,838608,822975.4,WONG TAI SIN,黃大仙
天業路公園,Tin Yip Road Park,新界天水圍天業路,"Tin Yip Road, Tin Shui Wai",818830.2,835981.4,YUEN LONG,元朗
寶琳休憩處,Po Lam Sitting-Out Area,西貢將軍澳寶琳北路,"Po Lam Road North, Tseung Kwan O, Sai Kung",844214.5,820914,SAI KUNG,西貢
鴨?洲海濱長廊,Ap Lei Chau Waterfront Promenade,香港鴨?洲平瀾街,"Ping Lan Street, Ap Lei Chau, Hong Kong",834058.3,811786.1,SOUTHERN,南區
沙田公園,Sha Tin Park,沙田源禾路2號,"2 Yuen Wo Road, Shatin",837606.7,826698.3,SHA TIN,沙田
西貢海濱公園,Sai Kung Waterfront Park,西貢惠民路,"Wai Man Road, Sai Kung",846336.7,827041.1,SAI KUNG,西貢
牛頭角公園,Ngau Tau Kok Park,九龍觀塘道199號,"199 Kwun Tong Road, Kowloon",840197.6,820441.4,KWUN TONG,觀塘
城門谷公園,Shing Mun Valley Park,荃灣城門道,"Shing Mun Road, Tsuen Wan",830933,826174,TSUEN WAN,荃灣
北角海濱花園,North Point Promenade,香港北角渡輪碼頭,"North Point Ferry Pier, Hong Kong",838804.7,817174.3,EASTERN,東區
添馬公園,Tamar Park,金鐘夏?道,"Harcourt Road, Admiralty",835103.9,815831.5,CENTRAL & WESTERN,中西區
中間道兒童遊樂場,Middle Road Children's Playground,九龍尖沙咀中間道,"Middle Road, Tsim Sha Tsui, Kowloon",835981.5,817387.9,YAU TSIM MONG,油尖旺
獅子山公園,Lion Rock Park,九龍黃大仙竹園道,"Chuk Yuen Road, Wong Tai Sin, Kowloon",836986.3,822861.7,WONG TAI SIN,黃大仙
