LOCALITY,District,Northing_m,Easting_m
"TING KOK ROAD, TAI PO",,836778.981,840758.767
"TING KOK ROAD, TAI PO",,836891.322,841046.36
"TING KOK ROAD, TAI PO",,836911.845,841290.795
"TING KOK ROAD, TAI PO",,836938.585,841532.502
"TING KOK ROAD, TAI PO",,836973.072,841790.583
TING KOK ROAD,,835819.658,837787.409
TING KOK ROAD,,835769.535,837903.525
TING KOK ROAD,,835711.467,838044.283
TING KOK ROAD,,835628.748,838248.989
TING KOK ROAD,,835530.26,838434.795
TING KOK ROAD,,835560.871,838586.236
TING KOK ROAD,,835587.557,838699.599
TING KOK ROAD,,835597.503,838827.339
TING KOK ROAD,,835617.527,838984.904
TING KOK ROAD,,835659.846,839062.185
TING KOK ROAD,,835777.213,839158.343
TING KOK ROAD,,835851.641,839231.565
"JOCKEY CLUB ROAD, SHEUNG SHUI",,841224.536,831100.622
"JOCKEY CLUB ROAD, SHEUNG SHUI",,841665.794,831076.08
"MAN KAM TO ROAD, SHEUNG SHUI",,842086.634,830936.831
"MAN KAM TO ROAD, SHEUNG SHUI",,842357.88,830777.275
"MAN KAM TO ROAD, SHEUNG SHUI",,842523.258,830594.435
"MAN KAM TO ROAD, SHA LING",,842775.767,830630.587
"MAN KAM TO ROAD, SHA LING",,843181.118,831010.907
"JOCKEY CLUB ROAD, SHEUNG SHUI",,841033.625,831053.044
"HANG TAI ROAD, TAI SHUI HANG",,829668.522,840767.968
"HANG TAI ROAD, TAI SHUI HANG",,829902.93,840937.876
"HANG TAI ROAD, TAI SHUI HANG",,830197.609,841043.116
"NING TAI ROAD, TAI SHUI HANG",,830392.217,840915.398
"NING TAI ROAD, TAI SHUI HANG",,830748.527,841034.225
"SAI SHA ROAD, MA ON SHAN",,830750.81,841234.689
"SAI SHA ROAD, MA ON SHAN",,831070.515,841333.562
"SAI SHA ROAD, MA ON SHAN",,831214.575,841402
"SAI SHA ROAD, MA ON SHAN",,831597.204,841575.031
"SAI SHA ROAD, MA ON SHAN",,831668.366,841673.833
"ON CHUN STREET, MA ON SHAN",,831785.176,841678
"ON CHUN STREET, MA ON SHAN",,831869.476,841933.239
MA ON SHAN,,831982.392,842134.255
"ON CHIU STREET, MA ON SHAN",,831811.302,842146.736
"SAI SHA ROAD, MA ON SHAN",,831847.262,842409.729
"SAI SHA ROAD, MA ON SHAN",,831846.83,842527.806
"SAI SHA ROAD, MA ON SHAN",,831467.435,841470.266
"ON CHUN STREET, MA ON SHAN",,831931.124,842141.661
SAI O,,845386.989,848031.322
SAN TAM ROAD,,838420.393,824116.739
SAN TAM ROAD,,838037.267,824095.513
SAN TAM ROAD,,837694.738,824068.699
SAN TAM ROAD,,837519.529,824016.717
SAN TAM ROAD,,837333.864,823927.738
SAN TAM ROAD,,837232.273,823896.602
SAN TAM ROAD,,837079.429,823850.583
SAN TAM ROAD,,836923.031,823856.137
SAN TAM ROAD,,836751.358,823810.045
SAN TAM ROAD,,836591.818,823740.19
SAN TAM ROAD,,836439.77,823700.399
SAN TAM ROAD,,836167.1,823623.401
SAN TAM ROAD,,836060.959,823605.118
"SAN TAM ROAD, MO FAN HEUNG",,835919.968,823576.538
"SAN TAM ROAD, MO FAN HEUNG",,835758.922,823536.051
"SAN TAM ROAD, MO FAN HEUNG",,835582.579,823501.055
"SAN TAM ROAD, MO FAN HEUNG",,835484.595,823471.727
"SAN TAM ROAD, KAM TIN",,835383.606,823455.916
"SAN TAM ROAD, KAM TIN",,835191.936,823429.622
"SAN TAM ROAD, KAM TIN",,835016.398,823356.672
"SAN TAM ROAD, KAM TIN",,834720.283,823282.76
CASTLE PEAK ROAD - TAM MI,,834512.593,823232.954
CASTLE PEAK ROAD - TAM MI,,834336.279,823198.216
"KAM TIN ROAD, SHEK KONG",,833419.628,827554.991
"KAM TIN ROAD, SHEK KONG",,833225.104,827811.077
"KAM TIN ROAD, SHEK KONG",,833213.981,828035.764
"KAM TIN ROAD, SHEK KONG",,833128.381,828218.023
"KAM TIN ROAD, SHEK KONG",,833023.572,828413.817
KAM TIN ROAD,,832923.886,828461.29
KAM TIN ROAD,,832562.766,828637.242
KAM TIN ROAD,,832475.981,828699.737
"KAM SHEUNG ROAD, KAM TIN",,832324.359,828313.228
"KAM SHEUNG ROAD, KAM TIN",,832239.022,828043.745
"KAM SHEUNG ROAD, KAM TIN",,832303.694,827679.707
"KAM SHEUNG ROAD, KAM TIN",,832224.772,827258.902
"KAM SHEUNG ROAD, KAM TIN",,832164.838,826958.583
"KAM SHEUNG ROAD, KAM TIN",,831823.746,826311.929
"KAM SHEUNG ROAD, KAM TIN",,831625.48,825980.471
"KAM SHEUNG ROAD, KAM TIN",,831638.442,825894.406
"KAM SHEUNG ROAD, KAM TIN",,831728.974,825827.669
"PAT HEUNG ROAD, PAT HEUNG",,831663.34,825710.69
"PAT HEUNG ROAD, PAT HEUNG",,831583.022,825559.727
"PAT HEUNG ROAD, PAT HEUNG",,831465.2,825469.531
"KAM SHEUNG ROAD, KAM TIN",,832094.827,826630.287
"KAM SHEUNG ROAD, KAM TIN",,831962.954,826468.226
"CASTLE PEAK ROAD, SAN HUI",,828988.284,815775.087
"SAN HUI TSUEN, TUEN MUN",,829153.844,815864.483
CASTLE PEAK ROAD - SAN HUI,,829398.729,815956.358
CASTLE PEAK ROAD - SAN HUI,,829673.927,815836.054
CASTLE PEAK ROAD - SAN HUI,,829915.759,815902.175
LINGNAN UNIVERSITY,,830108.707,816243.152
"TUEN KWAI ROAD, TUEN MUN",,830311.677,816249.772
"CASTLE PEAK ROAD, LINGNAN",,830458.11,816219.163
"CASTLE PEAK ROAD, LINGNAN",,830622.66,816260.869
CASTLE PEAK ROAD - LAM TEI,,830806.029,816111.883
"CASTLE PEAK ROAD, LAM TEI",,831421.378,816507.488
CASTLE PEAK ROAD - LAM TEI,,831657.252,816698.43
CASTLE PEAK ROAD - HUNG SHUI KIU,,832104.263,817088.691
"TIN HA ROAD, HUNG SHUI KIU",,832563.242,817301.545
"TIN HA ROAD, HUNG SHUI KIU",,832875.937,817314.23
"TIN HA ROAD, YUEN LONG",,833057.595,817207.713
"TIN HA ROAD, YUEN LONG",,833382.581,817192.895
"TIN HA ROAD, YUEN LONG",,833570.058,817231.166
"CASTLE PEAK ROAD, LAM TEI",,831023.673,816237.03
CASTLE PEAK ROAD - HUNG SHUI KIU,,832356.359,817340.855
CASTLE PEAK ROAD,,839466.932,825386.666
CASTLE PEAK ROAD,,839843.929,826022.562
CASTLE PEAK ROAD,,839939.217,826174.66
CASTLE PEAK ROAD,,840175.284,826251.055
CASTLE PEAK ROAD,,840363.579,826407.448
CASTLE PEAK ROAD,,840473.884,826678.876
CASTLE PEAK ROAD,,840466.335,826853.743
CASTLE PEAK ROAD,,840537.156,827073.431
CASTLE PEAK ROAD,,840548.738,827287.893
CASTLE PEAK ROAD,,840588.876,827476.297
CASTLE PEAK ROAD,,840510.559,827706.215
CASTLE PEAK ROAD,,840447.924,826561.47
"WANG LOK STREET, YUEN LONG",,834334.815,820657.789
"LONG YIP STREET, YUEN LONG",,834251.69,820912.744
"PO YIP STREET, YUEN LONG",,834253.49,821134.726
"LONG YIP STREET, YUEN LONG",,834138.655,821252.821
"LONG YAT ROAD, YUEN LONG",,834013.031,821441.227
"LONG LOK STREET, YUEN LONG",,833935.854,821668.742
"POK OI INTERCHANGE, YUEN LONG",,833867.127,822142.041
"CASTLE PEAK ROAD, YUEN LONG",,833892.869,822496.878
CASTLE PEAK ROAD - YUEN LONG,,833830.94,822813.367
"KAM TIN ROAD, KAM TIN",,833867.798,823054.433
"KAM TIN ROAD, YUEN LONG",,833717.09,823269.805
"KAM TIN ROAD, YUEN LONG",,833644.485,823463.864
"KAM TIN ROAD, KAM TIN",,833508.067,823724.983
"KAM TIN ROAD, KAM TIN",,833394.607,823937.084
"KAM TIN ROAD, KAM TIN",,833397.661,824224.986
KWU TUNG ROAD,,840309.922,828059.172
KWU TUNG ROAD,,840288.825,828201.019
KAM HANG ROAD,,840246.789,828888.57
CASTLE PEAK ROAD,,840385.606,829216.938
CASTLE PEAK ROAD,,840368.757,829398.076
CASTLE PEAK ROAD,,840317.41,829571.575
CASTLE PEAK ROAD,,840327.706,829742.499
CASTLE PEAK ROAD,,840326.977,829960.092
CASTLE PEAK ROAD - KWU TUNG,,840121.814,830199.529
CASTLE PEAK ROAD - KWU TUNG,,840057.998,830312.547
CASTLE PEAK ROAD - KWU TUNG,,840074.542,830442.534
CASTLE PEAK ROAD - KWU TUNG,,839949.437,830714.678
CASTLE PEAK ROAD - KWU TUNG,,840080.073,830516.997
KWU TUNG ROAD,,840360.569,828945.487
NAM SANG WAI,,836664.931,821275.89
NAM SANG WAI,,836509.44,821644.401
NAM SANG WAI,,836360.948,821966.222
NAM SANG WAI,,836267.669,822169.582
NAM SANG WAI,,836165.904,822305.135
"NAM SANG WAI ROAD, YUEN LONG",,835958.675,822557.436
"NAM SANG WAI ROAD, YUEN LONG",,835760.396,822674.357
"NAM SANG WAI ROAD, YUEN LONG",,835565.411,822744.228
TIN WAH ROAD,,835860.468,818916.249
TIN WAH ROAD,,835851.541,818215.7
TIN WAH ROAD,,835842.97,817743.982
TIN WAH ROAD,,835852.662,817529.824
"DEEP BAY ROAD, YUEN LONG",,837273.176,817067.968
"DEEP BAY ROAD, YUEN LONG",,837231.632,816997.434
"DEEP BAY ROAD, YUEN LONG",,837080.694,816917.154
"DEEP BAY ROAD, YUEN LONG",,836847.525,816867.042
"DEEP BAY ROAD, YUEN LONG",,836695.512,816701.094
"DEEP BAY ROAD, YUEN LONG",,836550.748,816556.801
"DEEP BAY ROAD, YUEN LONG",,836441.491,816421.158
"DEEP BAY ROAD, YUEN LONG",,836266.276,816401.354
"DEEP BAY ROAD, YUEN LONG",,836079.805,816393.68
"DEEP BAY ROAD, YUEN LONG",,836000.516,816346.169
"DEEP BAY ROAD, YUEN LONG",,835926.439,816165.35
"DEEP BAY ROAD, YUEN LONG",,835843.557,816078.535
"DEEP BAY ROAD, YUEN LONG",,835715.61,816006.435
"DEEP BAY ROAD, YUEN LONG",,835603.329,815976.873
"DEEP BAY ROAD, YUEN LONG",,835521.913,815929.972
SAI SHA ROAD,,832399.346,844105.979
SAI SHA ROAD,,832298.257,843882.613
SAI SHA ROAD,,832252.206,843693.017
SAI SHA ROAD,,832203.228,843555.294
SAI SHA ROAD,,832207.38,843433.455
SAI SHA ROAD,,832251.737,843222.089
SAI SHA ROAD,,832183.893,843011.875
SAI SHA ROAD,,832005.241,842773.792
SAI SHA ROAD,,831901.094,842668.693
"KAM YING ROAD, MA ON SHAN",,831768.998,842766.593
TAI PO ROAD - TAI PO KAU,,831614.52,838273.674
TAI PO ROAD - TAI PO KAU,,831719.162,838293.384
TAI PO ROAD - TAI PO KAU,,831934.016,838272.798
TAI PO ROAD - TAI PO KAU,,832118.992,838290.968
TAI PO ROAD - TAI PO KAU,,832262.726,838256.954
TAI PO ROAD - TAI PO KAU,,832436.505,838073.969
TAI PO ROAD - TAI PO KAU,,832613.535,837960.446
TAI PO ROAD - TAI WO,,834978.735,834023.293
TAI PO ROAD - TAI WO,,835323.995,833641.504
TAI PO ROAD - TAI WO,,835649.722,833374.106
TAI PO ROAD - TAI WO,,835768.468,833325.412
TAI WO SERVICE ROAD WEST,,836369.37,833636.595
TAI PO ROAD - TAI WO,,834883.158,834277.108
TAI PO TAI WO ROAD,,834744.14,834400.812
TAI PO TAI WO ROAD,,834849.91,834442.876
TAI PO TAI WO ROAD,,834903.718,834608.729
TAI PO TAI WO ROAD,,834827.932,834749.276
TING TAI ROAD,,834945.265,834819.454
TING KOK ROAD,,835110.117,835134.119
TING KOK ROAD,,835306.979,835407.454
TING KOK ROAD,,835143.144,835759.91
NAM WAN ROAD,,834808.053,835827.645
NAM WAN ROAD,,834591.009,835766.048
LAM TSUEN RIVER,,834505.592,836148.102
"TAI CHUNG KIU ROAD, SHA TIN",,826318.425,837580.964
"SHA KOK STREET, SHA TIN",,826239.098,837674.775
"SHA KOK STREET, SHA TIN",,826233.035,837759.101
"SHA KOK STREET, SHA TIN",,826305.839,837893.815
"SHA KOK STREET, SHA TIN",,826398.617,838037.343
"SHA KOK STREET, SHA TIN",,826536.39,838215.704
"SHA TIN WAI ROAD, SHA TIN",,826632.294,838319.294
"SHA TIN WAI ROAD, SHA TIN",,826547.998,838620.759
"SHA TIN WAI ROAD, SHA TIN",,826530.499,838804.094
"SHA TIN WAI ROAD, SHA TIN",,826562.52,838981.094
"NGAN SHING STREET, SHA TIN",,826639.27,839117.625
"NGAN SHING STREET, SHA TIN",,826806.897,838986.08
"CHAP WAI KON STREET, SHA TIN",,826950.985,838926.456
"CHAP WAI KON STREET, SHA TIN",,827106.146,839086.632
"ON MING STREET, SHA TIN",,827395.573,839368.078
"SIU LEK YUEN ROAD, SHA TIN",,827611.936,839122.823
"TAI CHUNG KIU ROAD, SHA TIN",,827779.91,838969.276
"TAI CHUNG KIU ROAD, SHA TIN",,827524.318,838644.975
"BANYAN BRIDGE, SHA TIN",,827600.964,838580.84
"LEK YUEN ESTATE, SHA TIN",,827328.988,837901.32
"TAI CHUNG KIU ROAD, SHA TIN",,826837.561,838051.728
"TAI CHUNG KIU ROAD, SHA TIN",,826512.811,837757.226
"TAI CHUNG KIU ROAD, SHA TIN",,827098.912,838283.647
"TAI CHUNG KIU ROAD, SHA TIN",,827328.203,838497.196
"JOCKEY CLUB ROAD, SHEUNG SHUI",,840860.01,831208.212
"JOCKEY CLUB ROAD, SHEUNG SHUI",,840736.637,831312.419
"JOCKEY CLUB ROAD, SHEUNG SHUI",,840658.49,831385.423
"JOCKEY CLUB ROAD, SHEUNG SHUI",,840521.603,831518.235
"TIN PING ROAD, SHEUNG SHUI",,840686.989,831651.207
"TIN PING ROAD, SHEUNG SHUI",,840574.584,831682.246
"TIN PING ROAD, SHEUNG SHUI",,840517.829,831786.251
"TIN PING ROAD, SHEUNG SHUI",,840406.803,831908.792
"MA SIK ROAD, FANLING",,840284.246,832045.386
"MA SIK ROAD, FANLING",,840397.977,832108.682
"MA SIK ROAD, FANLING",,840453.227,832230.458
"MA SIK ROAD, FANLING",,840392.573,832354.144
"MA SIK ROAD, FANLING",,840327.404,832475.051
"PAK WO ROAD, FANLING",,839185.469,831807.647
"PAK WO ROAD, FANLING",,839278.311,831833.09
"PAK WO ROAD, FANLING",,839386.344,831820.466
"PAK WO ROAD, FANLING",,839512.244,831689.034
"PAK WO ROAD, FANLING",,839561.318,831561.125
"PAK WO ROAD, SHEUNG SHUI",,839553.48,831400.946
"PAK WO ROAD, SHEUNG SHUI",,839650.084,831258.939
"PO KIN ROAD, SHEUNG SHUI",,839712.315,831158.594
"NAM SANG WAI ROAD, YUEN LONG",,836156.132,821089.563
"NAM SANG WAI ROAD, YUEN LONG",,835845.252,821339.452
"NAM SANG WAI ROAD, YUEN LONG",,835562.561,821509.133
"LAU FAU SHAN ROAD, YUEN LONG",,835628.151,817032.796
"PING HA ROAD, YUEN LONG",,835251.101,817204.855
"PING HA ROAD, YUEN LONG",,835000.781,817450.358
"PING HA ROAD, YUEN LONG",,834709.769,817554.402
"PING HA ROAD, YUEN LONG",,834367.14,817456.779
"PING HA ROAD, YUEN LONG",,834207.945,817441.638
LUK KENG ROAD,,843584.629,839530.807
CASTLE PEAK ROAD - KWU TUNG,,840409.015,828953.276
"HO SHEUNG HEUNG, SHEUNG SHUI",,840596.796,828967.009
"HO SHEUNG HEUNG, SHEUNG SHUI",,840695.134,829174.209
"HO SHEUNG HEUNG, SHEUNG SHUI",,840782.92,829294.111
"HO SHEUNG HEUNG, SHEUNG SHUI",,841214.899,829514.047
"HO SHEUNG HEUNG, SHEUNG SHUI",,841457.856,829894.767
TAI TAM ROAD,,810109.3,840815.142
NAM FUNG SUN CHUEN,,815861.427,840020.124
MOUNT DAVIS,,815361.987,830903.583
LEE CHUN STREET,,814098.751,842476.897
POK FU LAM ROAD,,816097.461,831685.115
FORBES STREET,,815873.424,831247.2
KENNEDY TOWN BUS TERMINUS,,815903.713,830656.011
WHITFIELD ROAD,,816424.867,837726.673
LEI YUE MUN PARK & HOLIDAY VILLAGE,,815607.364,842027.536
MOUNT BUTLER QUARRY,,814789.907,838813.186
MOUNT BUTLER RIDGE,,814719.483,839346.349
MOUNT BUTLER,,814311.922,839797.064
BLACK'S LINK,,813193.977,836784.657
WILSON ROAD,,814192.465,837722.817
TAI O,,811919.577,805092.843
TAI O,,812294.827,804415.396
DAM OF SHEK PIK RESERVOIR,,809877.221,807262.146
TUNG WAN,,808656.265,807699.332
SIU A CHAU,,805161.117,808574.979
SHEK PIK,,809396.512,808089.168
CHEUNG CHAU,,807040.27,820744.615
SHEK O ROAD,,810980.338,842557.218
CAPE COLLINSON ROAD,,813298.57,842168.995
ROBINSON ROAD,,815737.181,833559.945
ROBINSON ROAD,,815483.076,833809.32
BREWIN PATH,,815051.918,834028.13
PO SHAN ROAD,,815743.338,832760.489
MOUNT PARKER ROAD,,815656.569,839668.095
BONHAM STRAND,,816315.926,833684.999
MAN WA LANE,,816302.389,833734.388
CHI MA WAN ROAD,,811097.574,817261.442
CHEUNG SHA WAN,,810679.734,819086.628
WANG TONG,,811867.897,818008.819
CHUNG HAU,,811301.294,817565.816
"SOUTH LANTAU ROAD, MUI WO",,813671.987,817745.731
"LUK TEI TONG, MUI WO",,813427.274,816960.402
CHEUNG SHA HA TSUEN,,810434.187,813746.609
UPPER CHEUNG SHA BEACH,,810061.766,811835.308
TONG FUK,,809819.777,811179.657
TONG FUK,,809663.956,810642.685
TONG FUK,,809621.716,809978.736
SHUI HAU,,809200.965,809508.288
SHEK PIK,,809960.509,808085.032
SHUI HAU,,809377.325,808646.9
SHA LO WAN,,817230.817,808141.862
SHA LO WAN,,816204.381,807965.604
SAN SHEK WAN,,811167.476,813969.826
PUI O,,811222.246,814913.661
PUI O,,811526.339,815247.643
DISCOVERY BAY,,817790.066,819360.787
DISCOVERY BAY,,818151.596,819177.732
"SZE PAK TSUI, LANTAU ISLAND",,819148.129,821608.042
PAK TAM AU,,829971.704,851733.11
SHAM SHUI PO,,821136.691,834936.714
SAI KUNG SAI WAN ROAD,,828381.944,852105.605
TAI MONG TSAI ROAD,,828432.64,852025.784
TAI MONG TSAI ROAD,,828507.514,851926.918
TAI MONG TSAI ROAD,,828527.654,851806.281
TAI MONG TSAI ROAD,,828594.409,851707.075
TAI MONG TSAI ROAD,,828731.067,851608.75
TAI MONG TSAI ROAD,,828872.568,851569.334
"PAK TAM ROAD, UK TAU",,831932.951,852159.185
SHANGHAI STREET,,818884.742,835582.711
COX'S ROAD,,818471.762,835913.76
BROADCAST DRIVE,,822415.054,836690.278
BROADCAST DRIVE,,822584.32,836707.746
HO CHUNG ROAD,,824056.304,843782.282
HO CHUNG ROAD,,824066.083,843667.347
WO CHUNG STREET,,818974.34,837219.413
LONG YUET STREET,,819783.047,837915.193
SAN MA TAU STREET,,819860.607,837966.662
KAU PUI LUNG ROAD,,819799.962,837246.013
TUEN MUN ROAD,,825868.727,826033.91
CASTLE PEAK ROAD - TING KAU,,825210.689,825398.852
TONG MI ROAD,,820506.841,835070.151
WATERLOO ROAD,,820736.059,836412.335
CUMBERLAND ROAD,,821297.395,836294.209
HO TUNG ROAD,,820966.346,836638.176
HO TUNG ROAD,,820968.133,836564.53
CASSIA ROAD,,821378.556,835896.928
DIANTHUS ROAD,,821140.889,836133.225
DIANTHUS ROAD,,821236.304,835858.692
ROUTE TWISK,,827166.266,829241.045
ROUTE TWISK,,827510.173,828680.111
ROUTE TWISK,,828361.307,828684.189
ROUTE TWISK,,828756.761,829218.686
ROUTE TWISK,,829988.406,828847.046
ROUTE TWISK,,829862.126,828842.294
ROUTE TWISK,,829627.175,828847.317
ROUTE TWISK,,829392.201,828733.691
ROUTE TWISK,,829251.009,828874.826
LAM KAM ROAD,,832581.02,829838.398
LAM KAM ROAD,,832487.608,829098.487
TSUEN WAN ROAD,,824536.323,830347.751
WING YIN STREET,,824379.959,830008.237
WING YIN STREET,,824522.854,829989.648
WING YIN STREET,,824696.373,829980.207
ROUTE TWISK,,826309.433,830143.129
TEXACO ROAD FLYOVER,,825775.59,830754.712
TEXACO ROAD FLYOVER,,825657.111,830736.617
WAH YUEN CHUEN,,823468.38,832008.679
WAH KING HILL ROAD,,823555.308,831760.024
UN CHAU STREET,,821551.206,834762.58
WONG CHUK STREET,,821042.259,835056.758
TAI MONG TSAI ROAD,,827701.726,849195.366
"YAN YEE ROAD, TAI MONG TSAI",,828213.086,848664.901
"YAN YEE ROAD, TAI MONG TSAI",,828397.581,848682.816
YAN YEE ROAD,,828452.484,848717.421
YAN YEE ROAD,,829465.122,848732.687
SHEK HANG,,829864.112,848813.646
CHUNG HAU STREET,,818930.727,836819.672
CHUNG HAU STREET,,819447.477,836359.753
CHUNG HAU STREET,,819650.869,836538.196
CHUNG HAU STREET,,819566.77,836609.766
CARMEL VILLAGE STREET,,819499.056,836516.292
HAU MAN STREET,,819356.989,836574.815
HAU MAN STREET,,819279.519,836592.611
MODY ROAD,,817589.837,836249.442
KWUN TONG ROAD,,821270.836,839723.624
SAN PO KONG,,822088.046,838493.093
SAN PO KONG,,822005.133,838436.04
SAN PO KONG,,821896.029,838360.881
TUNG TAU ESTATE,,821747.425,837748.569
TAI PO ROAD,,822017.804,834729.17
TAI PO ROAD,,821863.171,834772.224
TAI PO ROAD,,821744.245,834804.522
PAK WAN STREET,,821996.2,835039.461
PAK WAN STREET,,821870.493,835057.669
PAK TIN STREET,,821775.221,835137.139
HONG FU ROAD,,826193.637,845763.541
KADOORIE AVENUE,,820502.171,836185.994
KADOORIE AVENUE,,820230.111,836147.308
YUNG SHUE AU,,830345.615,846518.448
YUNG SHUE AU,,830483.696,846480.105
YUNG SHUE AU,,830716.676,846437.81
YUNG SHUE AU,,830878.542,846484.841
YUNG SHUE AU,,831082.427,846574.394
YUNG SHUE AU,,831104.911,846695.972
YUNG SHUE AU,,831152.723,846818.471
YUNG SHUE AU,,831181.292,846885.71
YUNG SHUE AU,,831334.61,847008.982
YUNG SHUE AU,,831368.031,847107.033
YUNG SHUE AU,,831421.623,847328.158
YUNG SHUE AU,,831507.777,847346.079
YUNG SHUE AU,,831681.955,847859.112
YUNG SHUE AU,,831710.211,848030.224
YUNG SHUE AU,,831677.182,848103.572
KUNG LOK ROAD,,819771.343,840742.113
CASTLE PEAK ROAD - KWAI CHUNG,,825733.958,831100.955
TAI WO HAU ROAD,,825450.345,831513.425
MA LIU SHUI,,830320.955,839478.983
MA NIU,,829579.474,838648.54
SHEK MUN,,828272.469,839998.056
"SHUI CHUEN O, SHA TIN",,825221.841,838964.721
TSANG TAI UK,,825233.878,838052.28
"CHE KUNG MIU, TAI WAI",,825899.777,837011.018
FUK LOK TSUEN,,827543.591,835932.981
PAK TIN,,827084.199,835419.068
LOWER SHING MUN ROAD,,825967.367,835844.483
LOWER SHING MUN RESERVOIR,,826062.957,834956.86
SHING MUN RESERVIOR,,826887.465,833995.547
MONG FU SHEK,,824464.105,836255.796
LOWER SHING MUN RESERVOIR,,825207.185,834816.504
KAM SHAN,,824973.092,834345.318
TAI PO ROAD,,824522.43,834698.491
TSAU SZ AU,,825629.514,833759.461
KAM SHAN,,825090.705,833192.879
SHEK LEI PUI RESERVOIR,,823879.022,833464.428
TSIM SHAN,,823268.4,834660.482
TSIM SHAN,,823075.153,834325.144
PIPER'S HILL,,823008.472,833771.183
TAI WO,,823428.614,832316.73
WING NING TSUEN,,833893.679,819492.4
LIN AU,,833624.938,833634.033
PUN CHUN YUEN,,833842.811,833913.386
"PAN CHUNG, TAI PO",,834004.444,834594.807
SHEK KWU LUNG,,834530.196,833750.091
WAI TAU TSUEN,,835876.899,832401.641
YING PUN HA,,835663.56,834439.071
SAN WAI TSAI,,835644.58,835051.978
NAM HANG,,835755.625,835381.304
TAI WO,,836633.776,834203.063
HO PONG STREET,,828670.098,815422.329
WONG FUNG LEK,,829690.803,816075.425
TSENG TAU SHEUNG TSUEN,,828271.761,815957.242
TUEN MUN ROAD,,824172.013,820484.786
TUEN MUN ROAD,,824165.339,820684.516
TUEN MUN ROAD,,824185.971,821042.274
TUEN MUN ROAD,,824485.593,821798.579
TAI LAM CHUNG,,825288.853,821840.723
CHUK HANG,,834416.832,828362.014
A KUNG TIN,,835266.083,828482.388
YING PUN,,836801.616,829477.958
KEI PIK SHAN,,825702.725,843612.417
HING KENG SHEK,,825012.96,843775.219
LEI UK,,836027.919,839545.611
"NG UK TSUEN, TAI PO",,837127.772,841507.289
"TAI MEI TUK, TAI PO",,836831.233,842232.201
"TAI MEI TUK, TAI PO",,837332.625,842493.856
"BRIDE'S POOL ROAD, TAI PO",,838190.476,843113.376
"CHUNG MEI, TAI PO",,839686.557,843544.46
"LENG PUI, TAI PO",,840584.349,842802.435
HAM HANG MEI,,841903.279,841289.212
SHEK O ROAD,,811682,842316
SHEK O ROAD,,809741,842771
SHEK O ROAD,,810759,843600
SHEK O ROAD,,810544,843688
CAPE COLLINSON CENTRE,,812265,844190
POK FU LAM RESERVOIR ROAD,,814185,832750
AP LEI CHAU BRIDGE ROAD,,811749,833532
SHOUSON HILL ROAD WEST,,812549,836572
REPULSE BAY ROAD,,810808,838601
REPULSE BAY ROAD,,810491,838686
REPULSE BAY ROAD,,810166,838634
REPULSE BAY ROAD,,810001,838827
TAI TAM ROAD,,812092,840832
STANLEY GAP ROAD,,809481,839317
STANLEY GAP ROAD,,809616,839621
NAM LONG SHAN ROAD,,811076,835328
STUBBS ROAD,,814158,836986
STUBBS ROAD,,814091,837045
QUEEN'S ROAD EAST,,815133,835688
NAM LONG SHAN ROAD,,811644,835263
SHUM WAN ROAD,,811716,835057
SHUM WAN ROAD,,811349,835187
SHUM WAN ROAD,,810955,835054
LEE NAM ROAD,,811500,833442
AP LEI CHAU BRIDGE ROAD,,811618,833715
"MAIN STREET, AP LEI CHAU",,811696,833865
AP LEI CHAU BRIDGE ROAD,,811618,834078
AP LEI CHAU BRIDGE ROAD,,811827,834451
LEI TUNG ESTATE ROAD,,811576,834323
LEI TUNG ESTATE ROAD,,811465,834189
APLICHAU KAIFONG PRIMARY SCH,,811295,833952
LEE NAM ROAD,,811216,833544
YUK KWAI SHAN,,811023,834188
YUK KWAI SHAN,,810847,834350
YUK KWAI SHAN,,810584,834461
AP LEI PAI,,810414,834496
AP LEI PAI,,810212,834604
AP LEI PAI,,810053,834693
OBELISK HILL,,812110,841605
SHEK O ROAD,,813006,841788
CAPE COLLINSON ROAD,,813259,842155
CAPE COLLINSON ROAD,,813382,842331
AP LEI CHAU,,811405,833717
AP LEI CHAU,,811368,833789
PENG CHAU,,816773,821890
PENG CHAU,,816323,821851
PENG CHAU,,816504,821905
PENG CHAU,,816892,822297
PENG CHAU,,816218,822196
Mui Wo,,814097,817639
SILVER MINE BAY,,814589,818732
KWAI SHEK,,823088,822716
KWAI SHEK,,823051,822702
TA SHUI WAN,,821770,821657
LUK KENG,,821230,820356
YAM O,,820952,820249
TA PANG PO,,820949,819319
SZ PAK,,819207,821752
SZ PAK,,819079,821477
TAI SHUI HANG,,816135,820278
TAI SHUI HANG,,816080,820349
TAI SHUI HANG,,815558,820342
MAN KOK,,814480,820290
MAN KOK,,814336,819342
SILVER MINE BAY,,813671,818222
MAN KOK,,814468,820275
LAW HON TEMPLE,,814253,810739
SHEK PIK AU,,814057,810561
SHEK PIK AU,,814061,810571
TUNG CHUNG,,813749,810584
TEI TONG TSAI,,813475,810632
TEI TONG TSAI,,813474,810624
TEI TONG TSAI,,813320,810492
TEI TONG TSAI,,813159,810479
VICINITY TO NGONG PING,,813137,809710
VICINITY TO NGONG PING,,813088,809566
SHEK PIK RESERVOIR,,809750,807764
